证券代码,历史简称
600649,"G原水,原水股份,城投控股"
600650,"锦江投资（锦投B股）,G锦投,锦江投资,锦江在线（锦在线B）"
600651,"*ST飞乐,飞乐音响"
600653,"华晨集团,申华控股"
600654,"G飞乐,飞乐股份,中安消,*ST中安,ST中安,*ST中安,ST中安,*ST中安,ST中安"
600655,"G豫园,豫园商城,豫园股份"
600657,"青鸟天桥,*ST天桥,G*ST天桥,*ST天桥,ST天桥,北京天桥,信达地产"
600658,"ST京天龙,兆维科技,G兆维,兆维科技,电子城"
600660,"福耀玻璃,G福耀,福耀玻璃"
600661,"交大南洋,G南洋,交大南洋,新南洋,昂立教育"
600662,"上海强生,强生控股,G强生,强生控股,外服控股"
600663,"G陆家嘴,陆家嘴"
600664,"哈药集团,哈药股份,S哈药,哈药股份"
600665,"天地源,G天地源,天地源"
600666,"西南药业,G西药,西南药业,奥瑞德,*ST瑞德,ST瑞德,*ST瑞德,ST瑞德"
600667,"S太极,太极实业"
600668,"尖峰集团,G尖峰,尖峰集团"
600671,"天目药业,S天目药,天目药业,ST天目,天目药业,*ST天目,ST天目,天目药业,*ST目药,ST目药,*ST目药"
600673,"成量股份,阳之光,G阳之光,阳之光,东阳光铝,东阳光科,东阳光"
600674,"川投控股,川投能源,G川投,川投能源"
600675,"G中企,中华企业,*ST中企,中华企业"
600676,"交运股份,G交运,交运股份"
600678,"G金顶,四川金顶,ST金顶,*ST金顶,四川金顶"
600679,"凤凰股份,G凤凰,凤凰股份,金山开发（金山B股）,上海凤凰（凤凰B股）"
600681,"诚成文化,奥园发展,万鸿集团,*ST万鸿,ST万鸿,SST万鸿,S*ST万鸿,ST万鸿,万鸿集团,百川能源"
600682,"S宁新百,南京新百"
600683,"ST甬华联,宁波华联,银泰股份,G银泰,银泰股份,京投银泰,京投发展"
600684,"珠江实业,G穗珠江,珠江实业,珠江股份"
600685,"广船国际,G广船,广船国际,中船防务"
600686,"金龙汽车,G金龙,金龙汽车"
600688,"S上石化,上海石化"
600689,"G三毛,上海三毛,*ST三毛（*ST三毛B）,上海三毛（三毛B股）"
600690,"G海尔,青岛海尔,海尔智家"
600691,"ST东碳,东新电碳,林凤控股,*ST林控,ST林控,ST东碳,SST东碳,*ST东碳,ST东碳,*ST东碳,东新电碳,阳煤化工,*ST阳化,阳煤化工"
600692,"G亚通,亚通股份"
600693,"东百集团,G东百,东百集团"
600694,"大商股份,S大商,大商股份"
600696,"ST豪盛,福建豪盛,利嘉股份,G利嘉,G多伦,多伦股份,匹凸匹,*ST匹凸,ST匹凸,ST岩石,岩石股份"
600697,"欧亚集团,S欧亚,欧亚集团"
600698,"ST轻骑(ST轻骑Ｂ),SST轻骑,*ST轻骑,*ST轻骑(*ST轻骑B),ST轻骑(ST轻骑B),湖南天雁（天雁B股）,*ST天雁（*ST天雁B）,ST天雁（ST天雁B）,湖南天雁（天雁B股）"
600699,"G得亨,辽源得亨,*ST得亨,ST得亨,*ST得亨,ST得亨,辽源得亨,均胜电子"
600702,"沱牌曲酒,G沱牌,沱牌曲酒,沱牌舍得,舍得酒业,ST舍得,舍得酒业"
600703,"ST活力,ST天颐,天颐科技,*ST天颐,S*ST天颐,ST天颐,ST三安,三安光电"
600704,"G中大,中大股份,物产中大"
600705,"*ST北亚,S*ST北亚,ST航投,中航投资,中航资本,中航产融"
600706,"G长信,长安信息,*ST长信,ST长信,长安信息,曲江文旅"
600707,"G彩虹,彩虹股份,*ST彩虹,彩虹股份"
600708,"海博股份,G海博,海博股份,光明地产"
600710,"G常林,常林股份,*ST常林,ST常林,苏美达"
600711,"雄震集团,*ST雄震,S*ST雄震,*ST雄震,ST雄震,雄震矿业,盛屯矿业"
600712,"S南百,南宁百货"
600713,"G南药,南京医药"
600714,"金瑞矿业,G金瑞矿,金瑞矿业,*ST金瑞,ST金瑞,金瑞矿业"
600715,"ST松辽,松辽汽车,ST松辽,*ST松辽,ST松辽,*ST松辽,S*ST松辽,*ST松辽,ST松辽,*ST松辽,ST松辽,松辽汽车,*ST松辽,松辽汽车,文投控股"
600716,"G耀华,耀华玻璃,*ST耀华,ST耀华,ST凤凰,凤凰股份"
600717,"天津港,G天津港,天津港"
600718,"东软股份,G东软,东软股份,东软集团"
600719,"G大热电,大连热电,ST热电,大连热电"
600720,"G祁连山,祁连山"
600721,"ST百花村,PT百花村,百花村,*ST百花,S*ST百花,SST百花,ST百花,百花村,*ST百花,百花村,*ST百花,ST百花,*ST百花,百花村,百花医药"
600722,"S沧化,沧州化工,*ST沧化,ST沧化,ST金化,*ST金化,ST金化,金牛化工,*ST金化,金牛化工"
600724,"S甬富达,宁波富达"
600725,"G云维,云维股份,*ST云维,ST云维,云维股份"
600726,"华电能源(华电B股),G华电能,华电能源,*ST华源(*ST华电B),华电能源(华电B股),*ST华源(*ST华电B),华电能源(华电B股)"
600727,"G鲁北,鲁北化工,*ST鲁北,ST鲁北,鲁北化工"
600728,"新太科技,*ST新太,S*ST新太,SST新太,S*ST新太,*ST新太,ST新太,新太科技,佳都新太,佳都科技"
600729,"G重百,重庆百货"
600730,"G高科,中国高科"
600731,"G海利,湖南海利"
600732,"上海新梅,G新梅,上海新梅,*ST新梅,ST新梅,ST爱旭,爱旭股份"
600733,"S前锋,S*ST前锋,S前锋,S*ST前锋,SST前锋,S蓝谷,北汽蓝谷"
600734,"ST实达,实达电脑,实达集团,*ST实达,S*ST实达,ST实达,实达集团,*ST实达,ST实达"
600735,"兰陵陈香,*ST陈香,ST陈香,SST陈香,S*ST陈香,S*ST锦股,*ST锦股,新华锦"
600736,"G苏高新,苏州高新"
600737,"ST屯河,*ST屯河,S*ST屯河,*ST屯河,中粮屯河,中粮糖业"
600738,"ST民百,*ST民百,ST民百,兰州民百,G民百,兰州民百,丽尚国潮"
600739,"G成大,辽宁成大"
600740,"G山焦,山西焦化,*ST山焦,山西焦化"
600741,"G沪巴士,巴士股份,华域汽车"
600742,"G四环,一汽四环,一汽富维"
600743,"ST幸福,SST幸福,ST幸福,华远地产"
600744,"G华银,华银电力"
600745,"ST康赛,天华股份,*ST天华,S*ST天华,ST天华,中茵股份,闻泰科技"
600746,"G索普,江苏索普"
600748,"上实发展,G实发展,上实发展"
600749,"ST藏圣地,*ST圣地,西藏圣地,G圣地,西藏圣地,西藏旅游,*ST藏旅,西藏旅游"
600750,"江中药业,G江中,江中药业"
600751,"ST天海(ST天海B),*ST天海(*ST天海B),S*ST天海,SST天海（ST天海B）,S*ST天海(*ST天海B),SST天海（ST天海B）,S天海(天海B),天津海运,天海投资,海航科技(海科B)"
600753,"ST冰熊,GST冰熊,ST冰熊,东方银星,庚星股份"
600754,"锦江酒店（锦江B股）,G锦江,锦江股份,锦江酒店"
600755,"G厦国贸,厦门国贸"
600756,"齐鲁软件,浪潮软件,G鲁浪潮,浪潮软件"
600757,"S华源发,华源发展,*ST源发,ST源发,*ST源发,ST源发,长江传媒"
600758,"ST金帝,金帝建设,ST金帝,*ST金帝,ST金帝,SST金帝,ST金帝,ST红阳,红阳能源,辽宁能源"
600759,"ST琼华侨,PT琼华侨,ST琼华侨,*ST华侨,S*ST华侨,*ST华侨,ST华侨,华侨股份,正和股份,洲际油气,ST洲际"
600760,"ST黑豹,*ST黑豹,ST黑豹,GST黑豹,ST黑豹,东安黑豹,中航黑豹,*ST黑豹,中航黑豹,*ST黑豹,中航黑豹,中航沈飞"
600761,"G合力,安徽合力"
600763,"ST中燕,*ST中燕,ST中燕,SST中燕,ST中燕,ST通策,通策医疗"
600764,"中电广通,G中广通,中电广通,中国海防"
600765,"G力源,力源液压,中航重机"
600766,"烟台发展,ST烟发,*ST烟发,ST烟发,*ST烟发,G*ST烟发,*ST烟发,园城股份,ST园城,*ST园城,园城黄金,*ST园城,园城黄金,*ST园城"
600768,"ST甬华通,ST甬富邦,宁波富邦,S甬富邦,宁波富邦"
600769,"ST祥龙,*ST祥龙,祥龙电业,G祥龙,祥龙电业,*ST祥龙,ST祥龙,*ST祥龙,祥龙电业"
600770,"G综艺,综艺股份"
600771,"东盛科技,G东盛,东盛科技,ST东盛,东盛科技,广誉远"
600773,"*ST金珠,S*ST金珠,*ST金珠,*ST雅砻,ST雅砻,*ST雅砻,西藏雅砻,西藏城投"
600774,"G汉商,汉商集团"
600775,"ST熊猫,南京熊猫,G熊猫,南京熊猫"
600776,"*ST东信(*ST东信B),东方通信(东信B股),G东信,东方通信"
600777,"G新潮,新潮实业,新潮能源"
600778,"友好集团,G友好,友好集团,*ST友好,友好集团"
600779,"全兴股份,G全兴,水井坊,*ST水井,水井坊"
600780,"G通宝,通宝能源"
600782,"S新华,新华股份,新钢股份"
600783,"鲁信高新,G鲁信,鲁信高新,鲁信创投"
600784,"鲁银投资,ST鲁银,*ST鲁银,鲁银投资,G鲁银,鲁银投资"
600785,"G新百,新华百货"
600787,"G中储,中储股份"
600789,"S鲁抗药,鲁抗医药"
600790,"S轻纺城,轻纺城"
600791,"贵华旅业,天创置业,G天创,天创置业,京能置业"
600792,"ST马龙,云南马龙,马龙产业,G马龙,马龙产业,*ST马龙,ST马龙,*ST马龙,云煤能源"
600793,"ST宜纸,宜宾纸业,G宜纸,宜宾纸业,*ST宜纸,ST宜纸,宜宾纸业"
600794,"保税科技,G保税,保税科技"
600795,"国电电力,G国电,国电电力"
600796,"G生化,钱江生化"
600797,"天然科技,浙大网新,G网新,浙大网新"
600798,"G海运,宁波海运"
600800,"*ST磁卡,S*ST磁卡,SST磁卡,ST磁卡,天津磁卡,渤海化学"
600801,"华新水泥,G华新,华新水泥"
600802,"G闽水泥,福建水泥"
600803,"威远生化,G威远,威远生化,新奥股份"
600804,"工益股份,鹏博士,G鹏博士,鹏博士,ST鹏博士"
600805,"悦达投资,S悦达,悦达投资"
600807,"ST济百,*ST济百,ST济百,*ST济百,S*ST济百,*ST济百,天业股份,*ST天业,ST天业,济南高新"
600808,"马钢股份,G马钢,马钢股份"
600809,"G汾酒,山西汾酒"
600810,"神马实业,G神马,神马实业,神马股份"
600811,"东方集团,G东方,东方集团"
600812,"华北制药,G华药,华北制药"
600814,"G解百,杭州解百"
600815,"厦工股份,G厦工,厦工股份,*ST厦工,厦工股份,*ST厦工,厦工股份"
600816,"安信信托,*ST安信,G*ST安信,G安信,安信信托,*ST安信,ST安信,ST建元"
600817,"宏盛科技,G宏盛,宏盛科技,ST宏盛,*ST宏盛,ST宏盛,*ST宏盛,ST宏盛,宏盛科技,宇通重工"
600818,"ST永久(ST永久B),PT永久(PT永久B),ST永久(ST永久B),上海永久(永久B股),G永久,上海永久,中路股份(中路B股)"
600819,"G耀皮,耀皮玻璃"
600820,"G隧道,隧道股份"
600821,"G劝业,津劝业,*ST劝业,津劝业,金开新能"
600822,"上海物贸,G物贸,物贸中心,上海物贸"
600823,"世茂股份,G世茂,世茂股份,ST世茂"
600824,"G益民,益民百货,益民商业,益民集团"
600825,"华联超市,S华联,新华传媒"
600826,"G兰生,兰生股份"
600827,"友谊股份,G友谊,友谊股份,百联股份（百联B股）"
600828,"成商集团,G成商,成商集团,*ST成商,成商集团,茂业商业"
600829,"天鹅股份,三精制药,S三精,三精制药,人民同泰"
600830,"大红鹰,S大红鹰,大红鹰,香溢融通"
600831,"黄河科技,ST黄河科,广电网络,G广电,广电网络"
600833,"ST网点,PT网点,商业网点,第一医药,G一医,第一医药"
600834,"申通地铁,G申地铁,申通地铁"
600835,"上海电气（电气B股）,上海机电（机电B股）,G机电,上海机电"
600836,"G界龙,界龙实业,*ST界龙,界龙实业,上海易连"
600837,"ST农商社,PT农商社,都市股份,G都市,都市股份,海通证券"
600838,"上海九百,G九百,上海九百"
600839,"G长虹,四川长虹"
600841,"G上柴,上柴股份,动力新科（动力B股）"
600843,"上工股份,上工申贝,G上工,上工申贝"
600844,"大盈股份(大盈B股),*ST大盈(*ST大盈B),ST大盈(ST大盈B),SST大盈,ST大盈,ST丹科(ST丹科B),丹化科技(丹科B股),*ST丹科(*ST丹科B),丹化科技(丹科B股)"
600845,"上海钢管,ST钢管(ST钢管B),PT钢管(PT钢管B),PT宝信(PT宝信B),宝信软件(宝信B),G宝信,宝信软件"
600846,"G同科,同济科技"
600847,"ST渝万里,万里电池,ST渝万里,*ST万里,ST渝万里,GST万里,ST渝万里,万里股份,*ST万里,万里股份"
600848,"ST自仪(ST自仪Ｂ),SST自仪,ST自仪,自仪股份(自仪B股),上海临港(临港B股)"
600850,"G华电脑,华东电脑,电科数字"
600851,"G海欣,海欣股份"
600853,"ST北特钢,ST龙建,龙建股份,S龙建,龙建股份"
600854,"G春兰,春兰股份,*ST春兰,ST春兰,春兰股份"
600855,"ST北旅,PT北旅,航天长峰,G长峰,航天长峰"
600857,"首创科技,工大首创,G工大,工大首创,宁波中百"
600858,"渤海集团,ST渤海,*ST渤海,ST渤海,银座股份,G银座,银座股份"
600859,"S王府井,王府井"
600860,"G北人,北人股份,*ST北人,ST北人,北人股份,京城股份,*ST京城,京城股份,*ST京城,京城股份,*ST京城,京城股份"
600861,"G京城乡,北京城乡,北京人力"
600862,"ST通机,南通机床,纵横国际,ST纵横,*ST纵横,ST纵横,SST纵横,SST通科,S*ST通科,*ST通科,南通科技,中航高科"
600863,"G蒙电,内蒙华电"
600864,"岁宝热电,ST岁宝,岁宝热电,G岁宝,岁宝热电,哈投股份"
600865,"百大集团,S百大,百大集团"
600866,"星湖股份,星湖科技,G星湖,星湖科技,*ST星湖,星湖科技"
600867,"G东宝,通化东宝"
600868,"梅雁股份,G梅雁,梅雁水电,*ST梅雁,ST梅雁,梅雁水电,梅雁吉祥"
600869,"三普药业,*ST三普,三普药业,G三普,三普药业,远东电缆,智慧能源,远东股份"
600871,"S仪化,仪征化纤,*ST仪化,石化油服,*ST油服,石化油服"
600872,"中炬高新,G中炬,中炬高新"
600873,"ST藏明珠,*ST明珠,五洲明珠,G五洲,五洲明珠,梅花集团,梅花生物"
600874,"ST渤化,ST创业,创业环保,G创业,创业环保"
600875,"G东电,东方电机,东方电气"
600876,"ST洛玻,洛阳玻璃,*ST洛玻,洛阳玻璃,G洛玻,洛阳玻璃,*ST洛玻,ST洛玻,洛阳玻璃,凯盛新能"
600877,"G嘉陵,中国嘉陵,*ST嘉陵,中国嘉陵,*ST嘉陵,ST嘉陵,*ST嘉陵,*ST电能,ST电能,电能股份,声光电科,电科芯片"
600879,"火箭股份,G火箭,火箭股份,航天电子"
600880,"博瑞传播,G博瑞,博瑞传播"
600881,"亚泰集团,G亚泰,亚泰集团"
600882,"大成股份,G大成,大成股份,*ST大成,华联矿业,广泽股份,妙可蓝多"
600883,"云南保山,富邦科技,博闻科技,G博闻,博闻科技"
600884,"G杉杉,杉杉股份"
600885,"力诺工业,力诺太阳,G力诺,力诺太阳,*ST力阳,ST力阳,ST宏发,宏发股份"
600886,"国投电力,ST华靖,*ST华靖,国投电力,G华靖,国投电力"
600887,"G伊利,伊利股份,*ST伊利,伊利股份"
600888,"G众和,新疆众和"
600889,"S宁化纤,南京化纤"
600892,"ST石劝业,石劝业,湖大科教,*ST湖科,ST湖科,SST湖科,S*ST湖科,*ST湖科,ST湖科,ST宝诚,*ST宝诚,ST宝诚,宝诚股份,大晟文化,*ST大晟,大晟文化"
600893,"ST吉发,华润生化,S吉生化,航空动力,中航动力,航发动力"
600894,"G广钢,广钢股份,*ST广钢,广日股份"
600895,"G张江,张江高科"
600897,"厦门空港,G厦空港,厦门空港"
600898,"ST郑百文,PT郑百文,郑百文,三联商社,S商社,三联商社,*ST三联,ST三联,三联商社,国美通讯,*ST美讯,ST美讯,国美通讯,ST美讯"
600900,"G长电,长江电力"
600901,江苏金租
600929,雪天盐业
600960,"G活塞,滨州活塞,渤海活塞,渤海汽车"
600961,"G株冶,株冶火炬,株冶集团,*ST株冶,株冶集团"
600962,"G中鲁,国投中鲁,*ST中鲁,国投中鲁"
600963,"G岳纸,岳阳纸业,岳阳林纸"
600965,"G福成,福成五丰,福成股份"
600966,"G博汇,博汇纸业"
600967,"G北创,北方创业,内蒙一机"
600969,"G郴电,郴电国际"
600970,"G中材,中材国际"
600971,"G恒源,恒源煤电"
600973,"G宝胜,宝胜股份"
600975,"G新五丰,新五丰"
600976,"G健民,武汉健民,健民集团"
600979,"G爱众,广安爱众"
600980,"G北矿,北矿磁材,*ST北磁,北矿磁材,北矿科技"
600981,"G苏纺织,江苏纺织,江苏开元,汇鸿股份,汇鸿集团"
600982,"G宁热电,宁波热电,宁波能源"
600983,"G合三洋,合肥三洋,惠而浦"
600984,"G建机,建设机械,*ST建机,ST建机,*ST建机,ST建机,建设机械,*ST建机,建设机械"
600985,"G雷鸣,雷鸣科化,淮北矿业"
600986,"G科达,科达股份,浙文互联"
600987,"G航民,航民股份"
600988,"S宝龙,东方宝龙,*ST宝龙,ST宝龙,*ST宝龙,ST宝龙,赤峰黄金"
600990,"G四创,四创电子"
600992,"G贵绳,贵绳股份"
600993,"G马应龙,马应龙"
600995,"G文电,文山电力,南网储能"
600997,"G开滦,开滦股份"
601001,晋控煤业
601005,"*ST重钢,重庆钢铁"
601012,隆基绿能
601020,"ST华钰,华钰矿业"
601058,"赛轮金宇,赛轮轮胎"
601100,恒立液压
601106,"*ST一重,中国一重"
601113,"华鼎股份,ST华鼎,华鼎股份"
601127,赛力斯
601216,君正集团
601222,林洋能源
601360,三六零
601399,"*ST二重,二重5,国重装5,国机重装"
601519,"*ST智慧,大智慧"
601567,三星医疗
601599,"鹿港文化,浙文影业"
601607,"上海医药,G上药,上海医药"
601609,金田股份
601666,平煤股份
601669,中国电建
601766,中国中车
601777,"*ST力帆,ST力帆,力帆科技"
601798,"*ST蓝科,ST蓝科,蓝科高新"
601866,中远海发
601880,辽港股份
601886,"江河创建,江河集团"
601888,中国中免
601918,"*ST新集,新集能源"
601919,"*ST远洋,中国远洋,中远海控"
601975,"G水运,南京水运,长航油运,*ST长油,退市长油,长油5,长航油运,招商南油"
601992,金隅集团
603001,ST奥康
603003,龙宇股份
603007,ST花王
603011,合锻智能
603017,中衡设计
603018,"中设集团,华设集团"
603026,胜华新材
603030,*ST全筑
603031,安孚科技
603032,"*ST德新,德新交运,德新科技"
603039,"ST泛微,泛微网络"
603077,和邦生物
603106,恒银科技
603117,"万林物流,ST万林"
603133,*ST碳元
603185,弘元绿能
603188,"ST亚邦,亚邦股份,ST亚邦,亚邦股份"
603203,快克智能
603220,中贝通信
603222,济民医疗
603279,景津装备
603299,苏盐井神
603300,华铁应急
603305,旭升集团
603311,金海高科
603313,梦百合
603318,水发燃气
603322,"ST超讯,超讯通信"
603323,苏农银行
603330,天洋新材
603333,尚纬股份
603339,四方科技
603359,东珠生态
603368,"柳药股份,柳药集团"
603386,骏亚科技
603389,"*ST亚振,亚振家居"
603398,沐邦高科
603399,吉翔股份
603477,巨星农牧
603518,锦泓集团
603536,惠发食品
603555,"*ST贵人,ST贵人,贵人鸟,ST贵人"
603557,ST起步
603559,ST通脉
603603,*ST博天
603609,禾丰股份
603656,泰禾智能
603682,锦和商管
603686,福龙马
603700,宁水集团
603716,塞力医疗
603729,"ST龙韵,龙韵股份"
603779,"ST威龙,威龙股份"
603801,志邦家居
603810,"ST丰山,丰山集团"
603818,曲美家居
603859,能科科技
603863,"松炀资源,ST松炀,松炀资源"
603869,新智认知
603880,ST南卫
603887,城地香江
603899,晨光股份
603900,莱绅通灵
603909,建发合诚
605018,长华集团
605198,安德利
605299,舒华体育
900942,"G黄山,黄山旅游"
900940,"S华源,华源股份,*ST华源(*ST华源B),ST华源(ST华源B),大名城（大名城B）"
900952,"ST锦州港(ST锦港B),锦州港(锦港B股),G锦州港,锦州港"
900945,"G海航,海南航空,海航控股(海控B股),*ST海航(*ST海航B),ST海航（ST海航B）,海航控股(海控B股)"
900943,"S开开,开开实业"
900936,"G鄂绒,鄂尔多斯,鄂资B股"
900947,"G振华,振华港机,振华重工"
900901,"广电电子(上电B股),G电子,广电电子,仪电电子（仪电B股）,云赛智联（云赛B股）"
900902,"G二纺机,二纺机,*ST二纺(*ST二纺B),ST二纺(ST二纺B),*ST二纺(*ST二纺B),二纺机(二纺B股),市北高新(市北B股)"
900906,"ST中纺机(ST中纺B),中国纺机(中纺B股),S中纺机,S*ST中纺(S*ST纺B),SST中纺(ST中纺B),S中纺机(中纺B股),S*ST中纺(*ST中纺B),*ST中纺,*ST中毅（*ST中毅B）,中毅达（中毅达B）,*ST毅达(*ST毅达B),ST毅达(ST毅达B),中毅达(中毅达B)"
900903,"大众交通,G沪大众,大众交通"
900905,"G中铅,第一铅笔,中国铅笔,老凤祥（老凤祥B）"
900904,"永生股份,永生数据,*ST永生(*ST永生B),永生数据(永生B股),G永生,永生数据,永生投资,神奇制药(神奇B股)"
900913,"ST联华(ST联华B),*ST联华(*ST联华B),S*ST联华,*ST联华,联华合纤(联华B股),ST联华（ST联华B）,*ST联华（*ST联华B）,ST联华（ST联华B）,*ST联华(*ST联华B),联华合纤（联华B股）,国新能源（国新B股）"
900908,"G氯碱,氯碱化工"
900910,"海立股份(海立B股),G海立,海立股份"
900909,"G轮胎,轮胎橡胶,双钱股份(双钱B股),华谊集团（华谊B股）"
900911,"G金桥,浦东金桥"
900912,"G外高桥,外高桥"
900914,"锦江投资（锦投B股）,G锦投,锦江投资,锦江在线（锦在线B）"
900932,"G陆家嘴,陆家嘴"
900916,"凤凰股份,G凤凰,凤凰股份,金山开发（金山B股）,上海凤凰（凤凰B股）"
900922,"G三毛,上海三毛,*ST三毛（*ST三毛B）,上海三毛（三毛B股）"
900946,"ST轻骑(ST轻骑Ｂ),SST轻骑,*ST轻骑,*ST轻骑(*ST轻骑B),ST轻骑(ST轻骑B),湖南天雁（天雁B股）,*ST天雁（*ST天雁B）,ST天雁（ST天雁B）,湖南天雁（天雁B股）"
900937,"华电能源(华电B股),G华电能,华电能源,*ST华源(*ST华电B),华电能源(华电B股),*ST华源(*ST华电B),华电能源(华电B股)"
900938,"ST天海(ST天海B),*ST天海(*ST天海B),S*ST天海,SST天海（ST天海B）,S*ST天海(*ST天海B),SST天海（ST天海B）,S天海(天海B),天津海运,天海投资,海航科技(海科B)"
900934,"锦江酒店（锦江B股）,G锦江,锦江股份,锦江酒店"
900941,"*ST东信(*ST东信B),东方通信(东信B股),G东信,东方通信"
900915,"ST永久(ST永久B),PT永久(PT永久B),ST永久(ST永久B),上海永久(永久B股),G永久,上海永久,中路股份(中路B股)"
900918,"G耀皮,耀皮玻璃"
900927,"上海物贸,G物贸,物贸中心,上海物贸"
900923,"友谊股份,G友谊,友谊股份,百联股份（百联B股）"
900925,"上海电气（电气B股）,上海机电（机电B股）,G机电,上海机电"
900920,"G上柴,上柴股份,动力新科（动力B股）"
900924,"上工股份,上工申贝,G上工,上工申贝"
900921,"大盈股份(大盈B股),*ST大盈(*ST大盈B),ST大盈(ST大盈B),SST大盈,ST大盈,ST丹科(ST丹科B),丹化科技(丹科B股),*ST丹科(*ST丹科B),丹化科技(丹科B股)"
900926,"上海钢管,ST钢管(ST钢管B),PT钢管(PT钢管B),PT宝信(PT宝信B),宝信软件(宝信B),G宝信,宝信软件"
900928,"ST自仪(ST自仪Ｂ),SST自仪,ST自仪,自仪股份(自仪B股),上海临港(临港B股)"
900917,"G海欣,海欣股份"
900929,锦旅B股
900939,"*ST汇丽B,ST汇丽B,*ST汇丽B,ST汇丽B,汇丽Ｂ"
900948,伊泰B股
900953,"*ST凯马B,凯马B"
688086,"*ST紫晶,退市紫晶"
688109,品茗科技
688179,阿拉丁
688199,久日新材
688272,*ST富吉
688287,观典防务
688309,"*ST恒誉,恒誉环保"
688396,华润微电子
688500,"慧辰股份,*ST慧辰"
688555,"*ST泽达,退市泽达"
688565,力源环保
688680,海优新材
430090,同辉信息
430476,海能技术
430478,峆一药业
830946,森萱医药
831010,凯添燃气
831152,昆工科技
831445,"龙泰家居,龙竹科技"
831906,舜宇精工
831961,创远信科
832225,利通科技
833171,国航远洋
833427,华维设计
833781,瑞奇智造
833873,中设咨询
833914,远航精密
834021,流金科技
834062,科润智控
836208,青矩技术
836247,华密新材
837092,汉鑫科技
837242,建邦科技
838030,德众汽车
838163,方大新材
839273,一致魔芋
